link,category,title,abstract,keywords,ccs_concepts,author_names,author_affiliations,author_countries,,,,,,,
https://nips.cc/virtual/2023/poster/70730,Transparency & Explainability,Interpretable Prototype-based Graph Information Bottleneck,"The success of Graph Neural Networks (GNNs) has led to a need for understanding their decision-making process and providing explanations for their predictions, which has given rise to explainable AI (XAI) that offers transparent explanations for black-box models. Recently, the use of prototypes has successfully improved the explainability of models by learning prototypes to imply training graphs that affect the prediction. However, these approaches tend to provide prototypes with excessive information from the entire graph, leading to the exclusion of key substructures or the inclusion of irrelevant substructures, which can limit both the interpretability and the performance of the model in downstream tasks. In this work, we propose a novel framework of explainable GNNs, called interpretable Prototype-based Graph Information Bottleneck (PGIB) that incorporates prototype learning within the information bottleneck framework to provide prototypes with the key subgraph from the input graph that is important for the model prediction. This is the first work that incorporates prototype learning into the process of identifying the key subgraphs that have a critical impact on the prediction performance. Extensive experiments, including qualitative analysis, demonstrate that PGIB outperforms state-of-the-art methods in terms of both prediction performance and explainability.","['Graph neural network', 'Explainable AI', 'Interpretability']",[],"['Sangwoo Seo', 'Sungwon Kim', 'Chanyoung Park']","['Korea Advanced Institute of Science & Technology', 'Korea Advanced Institute of Science and Technology', 'Korea Advanced Institute of Science and Technology']","[None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/70735,Transparency & Explainability,On the Identifiability and Interpretability of Gaussian Process Models,"In this paper, we critically examine the prevalent practice of using additive mixtures of Mat\'ern kernels in single-output Gaussian process (GP) models and explore the properties of multiplicative mixtures of Mat\'ern kernels for multi-output GP models. For the single-output case, we derive a series of theoretical results showing that the smoothness of a mixture of Mat\'ern kernels is determined by the least smooth component and that a GP with such a kernel is effectively equivalent to the least smooth kernel component. Furthermore, we demonstrate that none of the mixing weights or parameters within individual kernel components are identifiable. We then turn our attention to multi-output GP models and analyze the identifiability of the covariance matrix $A$ in the multiplicative kernel $K(x,y) = AK_0(x,y)$, where $K_0$ is a standard single output kernel such as Mat\'ern. We show that $A$ is identifiable up to a multiplicative constant, suggesting that multiplicative mixtures are well suited for multi-output tasks. Our findings are supported by extensive simulations and real applications for both single- and multi-output settings. This work provides insight into kernel selection and interpretation for GP models, emphasizing the importance of choosing appropriate kernel structures for different tasks.","['Gaussian process', 'Identifiability', 'Interpretability', 'Mixture kernel', 'Separable kernel']",[],"['Jiawen Chen', 'Wancen Mu', 'Yun Li', 'Didong Li']","['University of North Carolina at Chapel Hill', 'University of North Carolina, Chapel Hill', 'University of North Carolina at Chapel Hill', 'University of North Carolina at Chapel Hill']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/70762,Transparency & Explainability,Analyzing Vision Transformers for Image Classification in Class Embedding Space,"Despite the growing use of transformer models in computer vision, a mechanistic understanding of these networks is still needed. This work introduces a method to reverse-engineer Vision Transformers trained to solve image classification tasks. Inspired by previous research in NLP, we demonstrate how the inner representations at any level of the hierarchy can be projected onto the learned class embedding space to uncover how these networks build categorical representations for their predictions. We use our framework to show how image tokens develop class-specific representations that depend on attention mechanisms and contextual information, and give insights on how self-attention and MLP layers differentially contribute to this categorical composition. We additionally demonstrate that this method (1) can be used to determine the parts of an image that would be important for detecting the class of interest, and (2) exhibits significant advantages over traditional linear probing approaches. Taken together, our results position our proposed framework as a powerful tool for mechanistic interpretability and explainability research.","['transformers', 'computer vision', 'image classification', 'mechanistic interpretability', 'explainability']",[],"['Martina G. Vilas', 'Timothy Schaumlöffel', 'Gemma Roig']","['Computer Science Department, Goethe University', 'Johann Wolfgang Goethe Universität Frankfurt am Main', 'Goethe University Frankfurt']","[None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71073,Transparency & Explainability,Hierarchical Vector Quantized Transformer for Multi-class Unsupervised Anomaly Detection,"Unsupervised image Anomaly Detection (UAD) aims to learn robust and discriminative representations of normal samples. While separate solutions per class endow expensive computation and limited generalizability, this paper focuses on building a unified framework for multiple classes. Under such a challenging setting, popular reconstruction-based networks with continuous latent representation assumption always suffer from the ""identical shortcut"" issue, where both normal and abnormal samples can be well recovered and difficult to distinguish. To address this pivotal issue, we propose a hierarchical vector quantized prototype-oriented Transformer under a probabilistic framework. First, instead of learning the continuous representations, we preserve the typical normal patterns as discrete iconic prototypes, and confirm the importance of Vector Quantization in preventing the model from falling into the shortcut. The vector quantized iconic prototypes are integrated into the Transformer for reconstruction, such that the abnormal data point is flipped to a normal data point. Second, we investigate an exquisite hierarchical framework to relieve the codebook collapse issue and replenish frail normal patterns.  Third, a prototype-oriented optimal transport method is proposed to better regulate the prototypes and hierarchically evaluate the abnormal score. By evaluating on MVTec-AD and VisA datasets, our model surpasses the state-of-the-art alternatives and possesses good interpretability. The code is available at https://github.com/RuiyingLu/HVQ-Trans.","['Anomaly Detection', 'Transformer', 'Vector Quantization', 'Unsupervised Anomaly Detection']",[],"['Ruiying Lu', 'YuJie Wu', 'Long Tian', 'Dongsheng Wang', 'Bo Chen', 'Xiyang Liu', 'Ruimin Hu']","['Xidian University', ""Xi'an University of Electronic Science and Technology"", ""Xi'an University of Software Engineering Institute"", 'Xidian University', 'Xidian University', ""Xi'an University of Electronic Science and Technology"", 'Xidian University']","[None, None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71075,Transparency & Explainability,A-NeSI: A Scalable Approximate Method for Probabilistic Neurosymbolic Inference,"We study the problem of combining neural networks with symbolic reasoning. Recently introduced frameworks for Probabilistic Neurosymbolic Learning (PNL), such as DeepProbLog, perform exponential-time exact inference, limiting the scalability of PNL solutions. We introduce Approximate Neurosymbolic Inference (A-NeSI): a new framework for PNL that uses neural networks for scalable approximate inference. A-NeSI 1) performs approximate inference in polynomial time without changing the semantics of probabilistic logics; 2) is trained using data generated by the background knowledge; 3) can generate symbolic explanations of predictions; and 4) can guarantee the satisfaction of logical constraints at test time, which is vital in safety-critical applications. Our experiments show that A-NeSI is the first end-to-end method to solve three neurosymbolic tasks with exponential combinatorial scaling. Finally, our experiments show that A-NeSI achieves explainability and safety without a penalty in performance.","['Neurosymbolic Learning', 'Generative Modeling', 'Approximate Inference']",[],"['Emile van Krieken', 'Thiviyan Thanapalasingam', 'Jakub M. Tomczak', 'Frank Van Harmelen', 'Annette Ten Teije']","['Edinburgh University, University of Edinburgh', 'University of Amsterdam', 'Eindhoven University of Technology', 'Vrije Universiteit Amsterdam', 'Vrije Universiteit Amsterdam']","[None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71176,Transparency & Explainability,LEACE: Perfect linear concept erasure in closed form,"Concept erasure aims to remove specified features from a representation. It can improve fairness (e.g. preventing a classifier from using gender or race) and interpretability (e.g. removing a concept to observe changes in model behavior). We introduce LEAst-squares Concept Erasure (LEACE), a closed-form method which provably prevents all linear classifiers from detecting a concept while changing the representation as little as possible, as measured by a broad class of norms. We apply LEACE to large language models with a novel procedure called concept scrubbing, which erases target concept information from _every_ layer in the network. We demonstrate our method on two tasks: measuring the reliance of language models on part-of-speech information, and reducing gender bias in BERT embeddings. Our code is available at https://github.com/EleutherAI/concept-erasure.","['interpretability', 'fairness', 'concept erasure', 'representation', 'adversarial', 'robustness']",[],"['Nora Belrose', 'David Schneider-Joseph', 'Shauli Ravfogel', 'Ryan Cotterell', 'Edward Raff', 'Stella Biderman']","['EleutherAI', 'EleutherAI', 'Bar-Ilan University', 'Swiss Federal Institute of Technology', 'University of Maryland, Baltimore County', 'EleutherAI']","[None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71178,Transparency & Explainability,Discovering Intrinsic Spatial-Temporal Logic Rules to Explain Human Actions,"We propose an interpretable model to uncover the behavioral patterns of human movements by analyzing their trajectories. Our approach is based on the belief that human actions are driven by intentions and are influenced by environmental factors such as spatial relationships with surrounding objects. To model this, we use a set of spatial-temporal logic rules that include intention variables as principles. These rules are automatically discovered and used to capture the dynamics of human actions. To learn the model parameters and rule content, we design an EM learning algorithm that treats the unknown rule content as a latent variable. In the E-step, we evaluate the posterior over the latent rule content, and in the M-step, we optimize the rule generator and model parameters by maximizing the expected log-likelihood. Our model has wide-ranging applications in areas such as sports analytics, robotics, and autonomous cars. We demonstrate the model's superior interpretability and prediction performance on both pedestrian and NBA basketball player datasets, achieving promising results.","['Logic rule', 'human actions', 'sports analyze']",[],"['Chengzhi Cao', 'Chao Yang', 'Ruimao Zhang', 'Shuang Li']","['University of Science and Technology of', 'The Chinese University of , Shenzhen', 'The Chinese University of  (Shenzhen)', 'The Chinese University of  (Shenzhen)']","['China', 'Hong Kong', 'Hong Kong', 'Hong Kong']",,,,,,,
https://nips.cc/virtual/2023/poster/71180,Transparency & Explainability,LICO: Explainable Models with Language-Image COnsistency,"Interpreting the decisions of deep learning models has been actively studied since the explosion of deep neural networks. One of the most convincing interpretation approaches is salience-based visual interpretation, such as Grad-CAM, where the generation of attention maps depends merely on categorical labels. Although existing interpretation methods can provide explainable decision clues, they often yield partial correspondence between image and saliency maps due to the limited discriminative information from one-hot labels. This paper develops a Language-Image COnsistency model for explainable image classification, termed LICO,  by correlating learnable linguistic prompts with corresponding visual features in a coarse-to-fine manner. Specifically, we first establish a coarse global manifold structure alignment by minimizing the distance between the distributions of image and language features. We then achieve fine-grained saliency maps by applying optimal transport (OT) theory to assign local feature maps with class-specific prompts. Extensive experimental results on eight benchmark datasets demonstrate that the proposed LICO achieves a significant improvement in generating more explainable attention maps in conjunction with existing interpretation methods such as Grad-CAM. Remarkably, LICO improves the classification performance of existing  models without introducing any computational overhead during inference.","['Language-image consistency', 'prompt learning', 'image classification', 'CNN interpretation']",[],"['Yiming Lei', 'Zilong Li', 'Yangyang Li', 'Junping Zhang', 'Hongming Shan']","['Fudan University', 'Fudan University', 'Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Chinese Academy of Sciences', 'Fudan University', 'Fudan University']","[None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71608,Transparency & Explainability,Cognitive Model Discovery via Disentangled RNNs,"Computational cognitive models are a fundamental tool in behavioral neuroscience. They embody in software precise hypotheses about the cognitive mechanisms underlying a particular behavior. Constructing these models is typically a difficult iterative process that requires both inspiration from the literature and the creativity of an individual researcher. Here, we adopt an alternative approach to learn parsimonious cognitive models directly from data. We fit behavior data using a recurrent neural network that is penalized for carrying excess information between timesteps, leading to sparse, interpretable representations and dynamics. When fitting synthetic behavioral data from known cognitive models, our method recovers the underlying form of those models. When fit to choice data from rats performing a bandit task, our method recovers simple and interpretable models that make testable predictions about neural mechanisms.","['Cognitive modeling', 'neural networks', 'interpretability', 'disentangling', 'neuroscience', 'rodent behavior']",[],"['Kevin J Miller', 'Maria K Eckstein', 'Matthew Botvinick', 'Zeb Kurth-Nelson']","['University College London, University of London', 'Google DeepMind', 'Google DeepMind', 'DeepMind']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71802,Transparency & Explainability,Transformers are uninterpretable with myopic methods: a case study with bounded Dyck grammars,"Transformer interpretability aims to understand the algorithm implemented by a learned Transformer by examining various aspects of the model, such as the weight matrices or the attention patterns. In this work, through a combination of theoretical results and carefully controlled experiments on synthetic data, we take a critical view of methods that exclusively focus on individual parts of the model, rather than consider the network as a whole. We consider a simple synthetic setup of learning a (bounded) Dyck language. Theoretically, we show that the set of models that (exactly or approximately) solve this task satisfy a structural characterization derived from ideas in formal languages (the pumping lemma). We use this characterization to show that the set of optima is qualitatively rich; in particular, the attention pattern of a single layer can be ""nearly randomized"", while preserving the functionality of the network. We also show via extensive experiments that these constructions are not merely a theoretical artifact: even with severe constraints to the architecture of the model, vastly different solutions can be reached via standard training. Thus, interpretability claims based on inspecting individual heads or weight matrices in the Transformer can be misleading.","['Transformer', 'Self Attention', 'Dyck Language', 'Context Free Grammar', 'Formal Language', 'Theory', 'Interpretability']",[],"['Kaiyue Wen', 'Yuchen Li', 'Bingbin Liu', 'Andrej Risteski']","['Tsinghua University, Tsinghua University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71806,Transparency & Explainability,The Transient Nature of Emergent In-Context Learning in Transformers,"Transformer neural networks can exhibit a surprising capacity for in-context learning (ICL) despite not being explicitly trained for it.  Prior work has provided a deeper understanding of how ICL emerges in transformers, e.g. through the lens of mechanistic interpretability, Bayesian inference, or by examining the distributional properties of training data. However, in each of these cases, ICL is treated largely as a persistent phenomenon; namely, once ICL emerges, it is assumed to persist asymptotically. Here, we show that the emergence of ICL during transformer training is, in fact, often transient. We train transformers on synthetic data designed so that both ICL and in-weights learning (IWL) strategies can lead to correct predictions. We find that ICL first emerges, then disappears and gives way to IWL, all while the training loss decreases, indicating an asymptotic preference for IWL. The transient nature of ICL is observed in transformers across a range of model sizes and datasets, raising the question of how much to ``overtrain'' transformers when seeking compact, cheaper-to-run models. We find that L2 regularization may offer a path to more persistent ICL that removes the need for early stopping based on ICL-style validation tasks. Finally, we present initial evidence that ICL transience may be caused by competition between ICL and IWL circuits.","['in-context learning', 'transformers', 'emergence', 'transience']",[],"['Aaditya K Singh', 'Stephanie C.Y. Chan', 'Ted Moskovitz', 'Erin Grant', 'Andrew M Saxe', 'Felix Hill']","['University College London, University of London', 'DeepMind', 'Gatsby Computational Neuroscience Unit', 'University College London', 'University College London, University of London', 'Google']","[None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71893,Transparency & Explainability,Trade-off Between Efficiency and Consistency for Removal-based Explanations,"In the current landscape of explanation methodologies, most predominant approaches, such as SHAP and LIME, employ removal-based techniques to evaluate the impact of individual features by simulating various scenarios with specific features omitted. Nonetheless, these methods primarily emphasize efficiency in the original context, often resulting in general inconsistencies. In this paper, we demonstrate that such inconsistency is an inherent aspect of these approaches by establishing the Impossible Trinity Theorem, which posits that interpretability, efficiency, and consistency cannot hold simultaneously. Recognizing that the attainment of an ideal explanation remains elusive, we propose the utilization of interpretation error as a metric to gauge inefficiencies and inconsistencies. To this end, we present two novel algorithms founded on the standard polynomial basis, aimed at minimizing interpretation error. Our empirical findings indicate that the proposed methods achieve a substantial reduction in interpretation error, up to 31.8 times lower when compared to alternative techniques.","['AI interpretability', 'explainable AI', 'deep learning theory']",[],"['Yifan Zhang', 'Haowei He', 'Zhiquan Tan', 'Yang Yuan']","['Tsinghua University, Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University, Tsinghua University', 'Tsinghua University, Tsinghua University']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71942,Transparency & Explainability,Non-autoregressive Machine Translation with Probabilistic Context-free Grammar,"Non-autoregressive Transformer(NAT) significantly accelerates the inference of neural machine translation. However, conventional NAT models suffer from limited expression power and performance degradation compared to autoregressive (AT) models due to the assumption of conditional independence among target tokens. To address these limitations, we propose a novel approach called PCFG-NAT, which leverages a specially designed Probabilistic Context-Free Grammar (PCFG) to enhance the ability of NAT models to capture complex dependencies among output tokens. Experimental results on major machine translation benchmarks demonstrate that PCFG-NAT further narrows the gap in translation quality between NAT and AT models. Moreover, PCFG-NAT facilitates a deeper understanding of the generated sentences, addressing the lack of satisfactory explainability in neural machine translation. Code is publicly available at https://github.com/ictnlp/PCFG-NAT.","['Machine translation', 'Non-autoregressive generation', 'Probabilistic Context-free Grammar']",[],"['Shangtong Gui', 'Chenze Shao', 'Zhengrui Ma', 'Xishan Zhang', 'Yunji Chen', 'Yang Feng']","['Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', ', Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences', 'Institute of Computing Technology, Chinese Academy of Sciences']","[None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/72058,Transparency & Explainability,Randomized Sparse Neural Galerkin Schemes for Solving Evolution Equations with Deep Networks,"Training neural networks sequentially in time to approximate solution fields of time-dependent partial differential equations can be beneficial for preserving causality and other physics properties; however, the sequential-in-time training is numerically challenging because training errors quickly accumulate and amplify over time. This work introduces Neural Galerkin schemes that update randomized sparse subsets of network parameters at each time step. The randomization avoids overfitting locally in time and so helps prevent the error from accumulating quickly over the sequential-in-time training, which is motivated by dropout that addresses a similar issue of overfitting due to neuron co-adaptation. The sparsity of the update reduces the computational costs of training without losing expressiveness because many of the network parameters are redundant locally at each time step. In numerical experiments with a wide range of evolution equations, the proposed scheme with randomized sparse updates is up to two orders of magnitude more accurate at a fixed computational budget and up to two orders of magnitude faster at a fixed accuracy than schemes with dense updates.","['numerical methods', 'deep networks', 'evolution equations', 'scientific computing', 'partial differential equations', 'model reduction']",[],"['Jules Berman', 'Benjamin Peherstorfer']","['New York University', 'New York University']","[None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71676,Transparency & Explainability,The Utility of “Even if” Semifactual Explanation to Optimise Positive Outcomes,"When users receive either a positive or negative outcome from an automated system, Explainable AI (XAI) has almost exclusively focused on how to mutate negative outcomes into positive ones by crossing a decision boundary using counterfactuals (e.g., *""If you earn 2k more, we will accept your loan application""*). Here, we instead focus on positive outcomes, and take the novel step of using XAI to optimise them (e.g., *""Even if you wish to half your down-payment, we will still accept your loan application""*). Explanations such as these that employ ""even if..."" reasoning, and do not cross a decision boundary, are known as semifactuals. To instantiate semifactuals in this context, we introduce the concept of *Gain* (i.e., how much a user stands to benefit from the explanation), and consider the first causal formalisation of semifactuals. Tests on benchmark datasets show our algorithms are better at maximising gain compared to prior work, and that causality is important in the process. Most importantly however, a user study supports our main hypothesis by showing people find semifactual explanations more useful than counterfactuals when they receive the positive outcome of a loan acceptance.","['Semifactual Explanation', 'Counterfactual Explanation', 'Explainable AI', 'Recourse', 'User Study']",[],"['Eoin M. Kenny', 'Weipeng Fuzzy Huang']","['Massachusetts Institute of Technology', 'Tencent SBD Lab']","[None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71711,Transparency & Explainability,Causal normalizing flows: from theory to practice,"In this work, we deepen on the use of normalizing flows for causal reasoning. Specifically, we first leverage recent results on non-linear ICA to show that causal models are identifiable from observational data given a causal ordering, and thus can be recovered using autoregressive normalizing flows (NFs). Second, we analyze different design and learning choices for *causal normalizing flows* to capture the underlying causal data-generating process. Third, we describe how to implement the *do-operator* in causal NFs, and thus, how to answer interventional and counterfactual questions. Finally, in our experiments, we validate our design and training choices through a comprehensive ablation study; compare causal NFs to other approaches for approximating causal models; and empirically demonstrate that causal NFs can be used to address real-world problems—where the presence of mixed discrete-continuous data and partial knowledge on the causal graph is the norm. The code for this work can be found at https://github.com/psanch21/causal-flows.","['causality', 'causal inference', 'normalizing flows', 'identifiability', 'interventions', 'counterfactuals']",[],"['Adrián Javaloy', 'Pablo Sanchez Martin', 'Isabel Valera']","['Saarland University, Saarland University', 'Max Planck Institute for Intelligent Systems, Max-Planck Institute', 'Saarland University, Saarland University']","[None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71720,Transparency & Explainability,Unified 3D Segmenter As Prototypical Classifiers,"The task of point cloud segmentation, comprising semantic, instance, and panoptic segmentation, has been mainly tackled by designing task-specific network architectures, which often lack the flexibility to generalize across tasks, thus resulting in a fragmented research landscape. In this paper, we introduce ProtoSEG, a prototype-based model that unifies semantic, instance, and panoptic segmentation tasks. Our approach treats these three homogeneous tasks as a classification problem with different levels of granularity. By leveraging a Transformer architecture, we extract point embeddings to optimize prototype-class distances and dynamically learn class prototypes to accommodate the end tasks. Our prototypical design enjoys simplicity and transparency, powerful representational learning, and ad-hoc explainability. Empirical results demonstrate that ProtoSEG outperforms concurrent well-known specialized architectures on 3D point cloud benchmarks, achieving 72.3%, 76.4% and 74.2% mIoU for semantic segmentation on S3DIS, ScanNet V2 and SemanticKITTI, 66.8% mCov and 51.2% mAP for instance segmentation on S3DIS and ScanNet V2, 62.4% PQ for panoptic segmentation on SemanticKITTI, validating the strength of our concept and the effectiveness of our algorithm.  The code and models are available at https://github.com/zyqin19/PROTOSEG.","['Point Cloud Segmentation', 'Prototypical Classifier', 'Unified Framework']",[],"['Zheyun Qin', 'Cheng Han', 'Qifan Wang', 'Xiushan Nie', 'Yilong Yin', 'Xiankai Lu']","['Shandong University', 'Rochester Institute of Technology', 'Meta AI', 'Shandong Jianzhu University', 'Shandong University', 'Shandong University']","[None, None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71721,Transparency & Explainability,Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,"Diffusion-based planning has shown promising results in long-horizon, sparse-reward tasks by training trajectory diffusion models and conditioning the sampled trajectories using auxiliary guidance functions. However, due to their nature as generative models, diffusion models are not guaranteed to generate feasible plans, resulting in failed execution and precluding planners from being useful in safety-critical applications. In this work, we propose a novel approach to refine unreliable plans generated by diffusion models by providing refining guidance to error-prone plans. To this end, we suggest a new metric named restoration gap for evaluating the quality of individual plans generated by the diffusion model. A restoration gap is estimated by a gap predictor which produces restoration gap guidance to refine a diffusion planner. We additionally present an attribution map regularizer to prevent adversarial refining guidance that could be generated from the sub-optimal gap predictor, which enables further refinement of infeasible plans. We demonstrate the effectiveness of our approach on three different benchmarks in offline control settings that require long-horizon planning. We also illustrate that our approach presents explainability by presenting the attribution maps of the gap predictor and highlighting error-prone transitions, allowing for a deeper understanding of the generated plans.","['Offline Reinforcement Learning', 'Trajectory Optimization', 'Diffusion Models', 'Sequential Decision Making']",[],"['Kyowoon Lee', 'Seongun Kim', 'Jaesik Choi']","['Ulsan National Institute of Science and Technology', 'Korea Advanced Institute of Science and Technology', 'Korea Advanced Institute of Science and Technology']","[None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/71758,Transparency & Explainability,Interpretable and Explainable Logical Policies via Neurally Guided Symbolic Abstraction,"The limited priors required by neural networks make them the dominating choice to encode and learn policies using reinforcement learning (RL). However, they are also black-boxes, making it hard to understand the agent's behavior, especially when working on the image level. Therefore, neuro-symbolic RL aims at creating policies that are interpretable in the first place. Unfortunately, interpretability is not explainability. To achieve both, we introduce Neurally gUided Differentiable loGic policiEs (NUDGE). NUDGE exploits trained neural network-based agents to guide the search of candidate-weighted logic rules, then uses differentiable logic to train the logic agents. Our experimental evaluation demonstrates that NUDGE agents can induce interpretable and explainable policies while outperforming purely neural ones and showing good flexibility to environments of different initial states and problem sizes.","['Reinforcement Learning', 'First-Order-Logic', 'Symbolic Abstraction', 'Interpretable Reinforcement Learning', 'Logic Reinforcement Learning']",[],"['Quentin Delfosse', 'Hikaru Shindo', 'Devendra Singh Dhami', 'Kristian Kersting']","['CS Department, TU Darmstadt, TU Darmstadt', 'TU Darmstadt', 'Eindhoven University of Technology', 'German Research Center for AI']","[None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/72454,Transparency & Explainability,On the explainable properties of 1-Lipschitz Neural Networks: An Optimal Transport Perspective,"Input gradients have a pivotal role in a variety of applications, including adversarial attack algorithms for evaluating model robustness, explainable AI techniques for generating saliency maps, and counterfactual explanations. However, saliency maps generated by traditional neural networks are often noisy and provide limited insights. In this paper, we demonstrate that, on the contrary, the saliency maps of 1-Lipschitz neural networks, learnt with the dual loss of an optimal transportation problem, exhibit desirable XAI properties: They are highly concentrated on the essential parts of the image with low noise, significantly outperforming state-of-the-art explanation approaches across various models and metrics. We also prove that these maps align unprecedentedly well with human explanations on ImageNet. To explain the particularly beneficial properties of the saliency map for such models, we prove this gradient encodes  both the direction of the transportation plan and the direction towards the nearest adversarial attack. Following the gradient down to the decision boundary is no longer considered an adversarial attack, but rather a counterfactual explanation that explicitly transports the input from one class to another.  Thus, Learning with such a loss jointly optimizes the classification objective and the alignment of the gradient , i.e. the saliency map, to the transportation plan direction. These networks were previously known to be certifiably robust by design, and we demonstrate that they scale well for large problems and models, and are tailored for explainability using a fast and straightforward method.","['1-Lipschitz neural network', 'explicability']",[],"['Mathieu Serrurier', 'Franck Mamalet', 'Thomas FEL', 'Louis Béthune', 'Thibaut Boissin']","['university Paul Sabatier', 'IRT Saint Exupery', 'Brown University', 'Université Paul Sabatier', 'IRT Saint exupéry']","[None, None, None, None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/72478,Transparency & Explainability,From Cloze to Comprehension: Retrofitting Pre-trained Masked Language Models to Pre-trained Machine Reader,"We present Pre-trained Machine Reader (PMR), a novel method for retrofitting pre-trained masked language models (MLMs) to pre-trained machine reading comprehension (MRC) models without acquiring labeled data. PMR can resolve the discrepancy between model pre-training and downstream fine-tuning of existing MLMs. To build the proposed PMR, we constructed a large volume of general-purpose and high-quality MRC-style training data by using Wikipedia hyperlinks and designed a Wiki Anchor Extraction task to guide the MRC-style pre-training. Apart from its simplicity, PMR effectively solves extraction tasks, such as Extractive Question Answering and Named Entity Recognition. PMR shows tremendous improvements over existing approaches, especially in low-resource scenarios. When applied to the sequence classification task in the MRC formulation, PMR enables the extraction of high-quality rationales to explain the classification process, thereby providing greater prediction explainability. PMR also has the potential to serve as a unified model for tackling various extraction and classification tasks in the MRC formulation.","['Machine Reading Comprehension', 'Pre-training', 'Natural Language Understanding']",[],"['Weiwen Xu', 'Xin Li', 'Wenxuan Zhang', 'Meng Zhou', 'Wai Lam', 'Luo Si', 'Lidong Bing']","['The Chinese University of', 'Alibaba Group', 'Alibaba Group', 'CMU, Carnegie Mellon University', 'The Chinese University of', 'Alibaba Group', 'Alibaba Group']","['Hong Kong', None, None, None, 'Hong Kong', None, None]",,,,,,,
https://nips.cc/virtual/2023/poster/72481,Transparency & Explainability,Passive learning of active causal strategies in agents and language models,"What can be learned about causality and experimentation from passive data? This question is salient given recent successes of passively-trained language models in interactive domains such as tool use. Passive learning is inherently limited. However, we show that purely passive learning can in fact allow an agent to learn generalizable strategies for determining and using causal structures, as long as the agent can intervene at test time. We formally illustrate that learning a strategy of first experimenting, then seeking goals, can allow generalization from passive learning in principle. We then show empirically that agents trained via imitation on expert data can indeed generalize at test time to infer and use causal links which are never present in the training data; these agents can also generalize experimentation strategies to novel variable sets never observed in training. We then show that strategies for causal intervention and exploitation can be generalized from passive data even in a more complex environment with high-dimensional observations, with the support of natural language explanations. Explanations can even allow passive learners to generalize out-of-distribution from perfectly-confounded training data. Finally, we show that language models, trained only on passive next-word prediction, can generalize causal intervention strategies from a few-shot prompt containing explanations and reasoning. These results highlight the surprising power of passive learning of active causal strategies, and have implications for understanding the behaviors and capabilities of language models.",['passive; causal; offline; agency; language models'],[],"['Andrew Kyle Lampinen', 'Stephanie C.Y. Chan', 'Ishita Dasgupta', 'Andrew Joo Hun Nam', 'Jane X Wang']","['Google DeepMind', 'DeepMind', 'DeepMind', 'Stanford University', 'DeepMind']","[None, None, None, None, None]",,,,,,,
